Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ZWILCH	ENST00000307897.5	zwilch kinetochore protein 	43	3	0	1	2	0	hsa-miR-126-5p	-0.08	-0.24	N/A
PF4V1	ENST00000226524.3	platelet factor 4 variant 1 	7	1	1	0	0	1	hsa-miR-126-5p	-0.08	-0.39	N/A
INPP1	ENST00000322522.4	inositol polyphosphate-1-phosphatase 	525	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
IFT88	ENST00000382778.4	intraflagellar transport 88 homolog (Chlamydomonas) 	48	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
FOXB1	ENST00000396057.4	forkhead box B1 	31	1	0	0	1	1	hsa-miR-126-5p	-0.08	-0.10	N/A
ATG4A	ENST00000372232.3	autophagy related 4A, cysteine peptidase 	73	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
MAGEA9	ENST00000298974.5	melanoma antigen family A, 9 	5	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
ADAMDEC1	ENST00000256412.4	ADAM-like, decysin 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
RP9	ENST00000297157.3	retinitis pigmentosa 9 (autosomal dominant) 	426	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
CTAGE8	ENST00000487179.1	CTAGE family, member 8 	5	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
SGK3	ENST00000345714.4	serum/glucocorticoid regulated kinase family, member 3 	56	2	1	0	1	0	hsa-miR-126-5p	-0.08	-0.12	N/A
RIF1	ENST00000243326.5	RAP1 interacting factor homolog (yeast) 	213	2	0	0	2	4	hsa-miR-126-5p	-0.08	-0.26	N/A
KCTD4	ENST00000379108.1	potassium channel tetramerization domain containing 4 	7	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.12	N/A
FLT3	ENST00000241453.7	fms-related tyrosine kinase 3 	15	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
GAPT	ENST00000396776.2	GRB2-binding adaptor protein, transmembrane 	5	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
AHR	ENST00000242057.4	aryl hydrocarbon receptor 	25	2	0	0	2	3	hsa-miR-126-5p	-0.08	-0.16	N/A
B2M	ENST00000558401.1	beta-2-microglobulin 	56489	1	0	1	0	1	hsa-miR-126-5p	-0.08	-0.08	N/A
ZNF34	ENST00000343459.4	zinc finger protein 34 	73	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.14	N/A
CPEB4	ENST00000265085.5	cytoplasmic polyadenylation element binding protein 4 	472	5	1	2	2	1	hsa-miR-126-5p	-0.08	-0.14	N/A
ENPP5	ENST00000371383.2	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) 	15	7	0	3	4	7	hsa-miR-126-5p	-0.08	-0.73	N/A
SMCHD1	ENST00000320876.6	structural maintenance of chromosomes flexible hinge domain containing 1 	270	2	0	0	2	0	hsa-miR-126-5p	-0.08	-0.10	N/A
CEP57L1	ENST00000368968.2	centrosomal protein 57kDa-like 1 	90	3	0	1	2	4	hsa-miR-126-5p	-0.08	-0.12	N/A
CACYBP	ENST00000367681.2	calcyclin binding protein 	374	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.13	N/A
NT5C1B	ENST00000600945.1	5'-nucleotidase, cytosolic IB 	567	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.09	N/A
ZNF74	ENST00000357502.5	zinc finger protein 74 	142	1	1	0	0	2	hsa-miR-126-5p	-0.08	-0.10	N/A
MAGEA9B	ENST00000243314.5	melanoma antigen family A, 9B 	5	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
TMEM74	ENST00000297459.3	transmembrane protein 74 	5	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
ZNF492	ENST00000456783.2	zinc finger protein 492 	5	1	0	1	0	2	hsa-miR-126-5p	-0.08	-0.08	N/A
TRIM49D1	ENST00000530311.2	tripartite motif containing 49D1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
B4GALT1	ENST00000379731.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	2265	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.09	N/A
RASEF	ENST00000376447.3	RAS and EF-hand domain containing 	298	4	1	2	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
CA13	ENST00000321764.3	carbonic anhydrase XIII 	42	4	0	4	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
ASAH2	ENST00000395526.4	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2 	5	4	2	0	2	5	hsa-miR-126-5p	-0.08	-0.08	N/A
OLFML1	ENST00000329293.3	olfactomedin-like 1 	5	2	1	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
SPCS2	ENST00000263672.6	signal peptidase complex subunit 2 homolog (S. cerevisiae) 	28	2	0	1	1	1	hsa-miR-126-5p	-0.08	-0.08	N/A
AGAP8	ENST00000602930.1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 8 	5	1	1	0	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
TET2	ENST00000545826.1	tet methylcytosine dioxygenase 2 	558	4	1	2	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
ZNF354A	ENST00000335815.2	zinc finger protein 354A 	5	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
AGAP7	ENST00000374095.5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7 	5	1	1	0	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
MYZAP	ENST00000267853.5	myocardial zonula adherens protein 	10	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
PHF23	ENST00000320316.3	PHD finger protein 23 	1775	1	1	0	0	0	hsa-miR-126-5p	-0.08	-0.14	N/A
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	4	1	2	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
TGFBI	ENST00000442011.2	transforming growth factor, beta-induced, 68kDa 	6307	1	1	0	0	0	hsa-miR-126-5p	-0.08	-0.09	N/A
NUP153	ENST00000262077.2	nucleoporin 153kDa 	231	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
FAM47E	ENST00000515604.1	Protein FAM47E  	503	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.10	N/A
SLC25A51	ENST00000380590.3	solute carrier family 25, member 51 	170	1	0	0	1	1	hsa-miR-126-5p	-0.08	-0.08	N/A
NT5C1B-RDH14	ENST00000532967.1	NT5C1B-RDH14 readthrough 	572	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.09	N/A
MFSD8	ENST00000296468.3	major facilitator superfamily domain containing 8 	260	1	0	0	1	1	hsa-miR-126-5p	-0.08	-0.12	N/A
UBE2H	ENST00000355621.3	ubiquitin-conjugating enzyme E2H 	855	2	0	0	2	1	hsa-miR-126-5p	-0.08	-0.08	N/A
DPY19L2	ENST00000324472.4	dpy-19-like 2 (C. elegans) 	17	2	0	1	1	1	hsa-miR-126-5p	-0.08	-0.29	N/A
ERO1L	ENST00000395686.3	ERO1-like (S. cerevisiae) 	1333	5	1	2	2	3	hsa-miR-126-5p	-0.08	-0.10	N/A
CERS6	ENST00000305747.6	ceramide synthase 6 	1932	5	2	1	2	3	hsa-miR-126-5p	-0.08	-0.10	N/A
TMEM236	ENST00000377495.1	transmembrane protein 236 	5	3	0	1	2	5	hsa-miR-126-5p	-0.08	-0.08	N/A
PEG10	ENST00000482108.1	paternally expressed 10 	8778	4	0	2	2	1	hsa-miR-126-5p	-0.08	-0.08	N/A
RAB31	ENST00000578921.1	RAB31, member RAS oncogene family 	726	3	2	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
ARHGEF38	ENST00000420470.2	Rho guanine nucleotide exchange factor (GEF) 38 	5	2	0	0	2	1	hsa-miR-126-5p	-0.08	-0.08	N/A
PREP	ENST00000369110.3	prolyl endopeptidase 	1155	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.10	N/A
EBAG9	ENST00000337573.5	estrogen receptor binding site associated, antigen, 9 	238	1	0	1	0	2	hsa-miR-126-5p	-0.08	-0.10	N/A
CAV2	ENST00000222693.4	caveolin 2 	1191	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.10	N/A
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	1	0	0	1	4	hsa-miR-126-5p	-0.08	-0.10	N/A
TTC7B	ENST00000328459.6	tetratricopeptide repeat domain 7B 	20	1	1	0	0	1	hsa-miR-126-5p	-0.08	-0.12	N/A
A1CF	ENST00000374001.2	APOBEC1 complementation factor 	80	5	0	2	3	4	hsa-miR-126-5p	-0.08	-0.12	N/A
NIPA2	ENST00000337451.3	non imprinted in Prader-Willi/Angelman syndrome 2 	1288	2	0	0	2	1	hsa-miR-126-5p	-0.08	-0.47	N/A
SUPT20H	ENST00000360252.4	suppressor of Ty 20 homolog (S. cerevisiae) 	53	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.13	N/A
PSMA5	ENST00000271308.4	proteasome (prosome, macropain) subunit, alpha type, 5 	60	2	0	1	1	1	hsa-miR-126-5p	-0.08	-0.18	N/A
MMAA	ENST00000281317.5	methylmalonic aciduria (cobalamin deficiency) cblA type 	38	2	1	1	0	3	hsa-miR-126-5p	-0.08	-0.12	N/A
SCEL	ENST00000377246.3	sciellin 	5	5	2	3	0	2	hsa-miR-126-5p	-0.08	-0.17	N/A
ZDHHC13	ENST00000446113.2	zinc finger, DHHC-type containing 13 	76	2	1	0	1	0	hsa-miR-126-5p	-0.08	-0.10	N/A
CD226	ENST00000581982.1	CD226 molecule 	8	3	0	1	2	3	hsa-miR-126-5p	-0.08	-0.12	N/A
IRX3	ENST00000329734.3	iroquois homeobox 3 	375	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
GRM7	ENST00000486284.1	glutamate receptor, metabotropic 7 	5	1	0	1	0	1	hsa-miR-126-5p	-0.08	-0.08	N/A
CXCL9	ENST00000264888.5	chemokine (C-X-C motif) ligand 9 	5	2	1	1	0	1	hsa-miR-126-5p	-0.08	-0.08	N/A
RAB6C	ENST00000410061.2	RAB6C, member RAS oncogene family 	5	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
HOXA7	ENST00000242159.3	homeobox A7 	27	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
FBXO48	ENST00000377957.3	F-box protein 48 	13	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
OCLN	ENST00000355237.2	occludin 	5	3	1	1	1	3	hsa-miR-126-5p	-0.08	-0.08	N/A
EYA1	ENST00000388742.4	eyes absent homolog 1 (Drosophila) 	222	2	0	1	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
PITPNB	ENST00000335272.5	phosphatidylinositol transfer protein, beta 	80	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
GUCY1A3	ENST00000296518.7	guanylate cyclase 1, soluble, alpha 3 	42	3	1	0	2	3	hsa-miR-126-5p	-0.08	-0.14	N/A
COG6	ENST00000455146.3	component of oligomeric golgi complex 6 	122	3	0	2	1	3	hsa-miR-126-5p	-0.08	-0.11	N/A
C2orf69	ENST00000319974.5	chromosome 2 open reading frame 69 	82	3	0	3	0	3	hsa-miR-126-5p	-0.08	-0.08	N/A
CEACAM8	ENST00000244336.5	carcinoembryonic antigen-related cell adhesion molecule 8 	5	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
ZNF254	ENST00000357002.4	zinc finger protein 254 	69	4	0	1	3	2	hsa-miR-126-5p	-0.08	-0.09	N/A
RIMKLB	ENST00000357529.3	ribosomal modification protein rimK-like family member B 	164	2	0	0	2	0	hsa-miR-126-5p	-0.08	-0.11	N/A
TMEM261	ENST00000358227.4	transmembrane protein 261 	61	2	0	1	1	0	hsa-miR-126-5p	-0.08	-0.14	N/A
SAR1B	ENST00000402673.2	SAR1 homolog B (S. cerevisiae) 	1404	1	0	1	0	1	hsa-miR-126-5p	-0.08	-0.08	N/A
PDDC1	ENST00000319863.8	Parkinson disease 7 domain containing 1 	529	2	0	1	1	0	hsa-miR-126-5p	-0.08	-0.09	N/A
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	4	1	3	0	6	hsa-miR-126-5p	-0.08	-0.11	N/A
VWDE	ENST00000275358.3	von Willebrand factor D and EGF domains 	9	5	0	4	1	2	hsa-miR-126-5p	-0.08	-0.19	N/A
RECK	ENST00000377966.3	reversion-inducing-cysteine-rich protein with kazal motifs 	10	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
PPP3CA	ENST00000512215.1	protein phosphatase 3, catalytic subunit, alpha isozyme 	259	1	0	0	1	1	hsa-miR-126-5p	-0.08	-0.12	N/A
TMEM86A	ENST00000280734.2	transmembrane protein 86A 	5	2	0	0	2	1	hsa-miR-126-5p	-0.08	-0.08	N/A
HTATSF1	ENST00000218364.4	HIV-1 Tat specific factor 1 	4115	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
GABRA1	ENST00000428797.2	gamma-aminobutyric acid (GABA) A receptor, alpha 1 	5	2	0	0	2	1	hsa-miR-126-5p	-0.08	-0.08	N/A
ANKAR	ENST00000438402.2	ankyrin and armadillo repeat containing 	5	1	0	0	1	1	hsa-miR-126-5p	-0.08	-0.08	N/A
TPD52L3	ENST00000344545.5	tumor protein D52-like 3 	5	1	0	1	0	0	hsa-miR-126-5p	-0.08	-0.08	N/A
NFE2L2	ENST00000397063.4	nuclear factor, erythroid 2-like 2 	1964	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
HPGD	ENST00000296522.6	hydroxyprostaglandin dehydrogenase 15-(NAD) 	140	1	0	1	0	1	hsa-miR-126-5p	-0.08	-0.12	N/A
FAM13B	ENST00000033079.3	family with sequence similarity 13, member B 	220	2	0	0	2	0	hsa-miR-126-5p	-0.08	-0.09	N/A
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	4	1	1	2	8	hsa-miR-126-5p	-0.08	-0.18	N/A
YIPF4	ENST00000238831.4	Yip1 domain family, member 4 	3482	11	3	5	3	5	hsa-miR-126-5p	-0.08	-0.27	N/A
MDH1B	ENST00000374412.3	malate dehydrogenase 1B, NAD (soluble) 	20	1	0	1	0	1	hsa-miR-126-5p	-0.08	-0.09	N/A
VIL1	ENST00000248444.5	villin 1 	390	3	0	2	1	4	hsa-miR-126-5p	-0.08	-0.17	N/A
REV3L	ENST00000368802.3	REV3-like, polymerase (DNA directed), zeta, catalytic subunit 	9	2	0	1	1	1	hsa-miR-126-5p	-0.08	-0.14	N/A
LRRC58	ENST00000295628.3	leucine rich repeat containing 58 	940	2	0	1	1	2	hsa-miR-126-5p	-0.08	-0.08	N/A
SPATA5	ENST00000274008.4	spermatogenesis associated 5 	168	2	0	0	2	2	hsa-miR-126-5p	-0.08	-0.09	N/A
TMEM200B	ENST00000521452.1	transmembrane protein 200B 	152	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
SERPINA10	ENST00000554723.1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 	7	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
RAP2A	ENST00000245304.4	RAP2A, member of RAS oncogene family 	721	1	0	0	1	3	hsa-miR-126-5p	-0.08	-0.15	N/A
DIS3	ENST00000377767.4	DIS3 mitotic control homolog (S. cerevisiae) 	140	1	0	1	0	1	hsa-miR-126-5p	-0.08	-0.08	N/A
ZNF354C	ENST00000315475.6	zinc finger protein 354C 	482	4	0	2	2	1	hsa-miR-126-5p	-0.08	-0.08	N/A
PXDC1	ENST00000380283.4	PX domain containing 1 	1727	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
CHST11	ENST00000549260.1	carbohydrate (chondroitin 4) sulfotransferase 11 	686	3	3	0	0	2	hsa-miR-126-5p	-0.08	-0.09	N/A
KLHL32	ENST00000369261.4	kelch-like family member 32 	11	3	1	2	0	1	hsa-miR-126-5p	-0.08	-0.08	N/A
PBX1	ENST00000367897.1	pre-B-cell leukemia homeobox 1 	18	1	0	0	1	2	hsa-miR-126-5p	-0.08	-0.10	N/A
LPAR1	ENST00000374431.3	lysophosphatidic acid receptor 1 	2111	1	0	0	1	0	hsa-miR-126-5p	-0.08	-0.08	N/A
PIGK	ENST00000370812.3	phosphatidylinositol glycan anchor biosynthesis, class K 	1203	2	0	1	1	3	hsa-miR-126-5p	-0.08	-0.08	N/A
TMEM26	ENST00000399298.3	transmembrane protein 26 	10	4	0	3	1	1	hsa-miR-126-5p	-0.08	-0.11	N/A
SMIM14	ENST00000295958.5	small integral membrane protein 14 	601	3	0	1	2	3	hsa-miR-126-5p	-0.08	-0.09	N/A
LRIG3	ENST00000379141.4	leucine-rich repeats and immunoglobulin-like domains 3 	366	3	0	2	1	2	hsa-miR-126-5p	-0.08	-0.11	N/A
APPBP2	ENST00000083182.3	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	907	5	1	2	2	4	hsa-miR-126-5p	-0.08	-0.10	N/A
CHCHD1	ENST00000372837.3	coiled-coil-helix-coiled-coil-helix domain containing 1 	97	1	0	0	1	1	hsa-miR-126-5p	-0.08	-0.10	N/A
MAK	ENST00000313243.2	male germ cell-associated kinase 	7	2	0	0	2	0	hsa-miR-126-5p	-0.08	-0.11	N/A
POU5F1B	ENST00000465342.2	POU class 5 homeobox 1B 	5	3	0	3	0	2	hsa-miR-126-5p	-0.07	-0.07	N/A
LCP2	ENST00000046794.5	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) 	5	2	0	2	0	1	hsa-miR-126-5p	-0.07	-0.07	N/A
ZC3H12B	ENST00000338957.4	zinc finger CCCH-type containing 12B 	29	2	1	1	0	2	hsa-miR-126-5p	-0.07	-0.07	N/A
GOLGA8H	ENST00000566740.1	golgin A8 family, member H 	2	3	0	1	2	3	hsa-miR-126-5p	-0.07	-0.07	N/A
KDM6A	ENST00000377967.4	lysine (K)-specific demethylase 6A 	991	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
CTAGE9	ENST00000314099.8	CTAGE family, member 9 	5	1	0	0	1	2	hsa-miR-126-5p	-0.07	-0.07	N/A
POFUT1	ENST00000375749.3	protein O-fucosyltransferase 1 	647	4	1	2	1	0	hsa-miR-126-5p	-0.07	-0.19	N/A
E2F7	ENST00000416496.2	E2F transcription factor 7 	308	2	0	2	0	2	hsa-miR-126-5p	-0.07	-0.08	N/A
GNB5	ENST00000261837.7	guanine nucleotide binding protein (G protein), beta 5 	513	2	0	1	1	0	hsa-miR-126-5p	-0.07	-0.11	N/A
TVP23B	ENST00000307767.8	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae) 	5	2	0	1	1	1	hsa-miR-126-5p	-0.07	-0.16	N/A
CCDC50	ENST00000392455.3	coiled-coil domain containing 50 	961	3	0	1	2	4	hsa-miR-126-5p	-0.07	-0.08	N/A
MCUR1	ENST00000379170.4	mitochondrial calcium uniporter regulator 1 	129	1	0	1	0	1	hsa-miR-126-5p	-0.07	-0.07	N/A
SPRY4	ENST00000344120.4	sprouty homolog 4 (Drosophila) 	110	1	1	0	0	1	hsa-miR-126-5p	-0.07	-0.07	N/A
GOLGA6D	ENST00000434739.3	golgin A6 family, member D 	0	2	0	0	2	1	hsa-miR-126-5p	-0.07	-0.07	N/A
PTPN21	ENST00000328736.3	protein tyrosine phosphatase, non-receptor type 21 	104	4	1	3	0	0	hsa-miR-126-5p	-0.07	-0.09	N/A
FNTB	ENST00000246166.2	farnesyltransferase, CAAX box, beta 	13	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.15	N/A
C8orf44-SGK3	ENST00000519289.1	C8orf44-SGK3 readthrough 	56	2	1	0	1	0	hsa-miR-126-5p	-0.07	-0.12	N/A
CDC7	ENST00000234626.6	cell division cycle 7 	416	2	0	1	1	2	hsa-miR-126-5p	-0.07	-0.08	N/A
TMTC3	ENST00000266712.6	transmembrane and tetratricopeptide repeat containing 3 	406	3	0	2	1	3	hsa-miR-126-5p	-0.07	-0.15	N/A
ARHGAP28	ENST00000419673.2	Rho GTPase activating protein 28 	31	2	1	0	1	2	hsa-miR-126-5p	-0.07	-0.10	N/A
RFESD	ENST00000513950.2	Rieske (Fe-S) domain containing 	15	2	1	0	1	2	hsa-miR-126-5p	-0.07	-0.24	N/A
TMEM245	ENST00000374586.3	transmembrane protein 245 	1320	4	0	2	2	0	hsa-miR-126-5p	-0.07	-0.08	N/A
S100Z	ENST00000317593.4	S100 calcium binding protein Z 	20	1	1	0	0	1	hsa-miR-126-5p	-0.07	-0.27	N/A
NANP	ENST00000304788.3	N-acetylneuraminic acid phosphatase 	78	2	0	1	1	2	hsa-miR-126-5p	-0.07	-0.09	N/A
NR2F6	ENST00000291442.3	nuclear receptor subfamily 2, group F, member 6 	814	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
TMEM183A	ENST00000367242.3	transmembrane protein 183A 	241	1	0	1	0	1	hsa-miR-126-5p	-0.07	-0.09	N/A
GOLGA6L9	ENST00000358583.3	Homo sapiens golgin subfamily A member 6-like protein 9-like (LOC101927658), mRNA. 	5	1	0	0	1	2	hsa-miR-126-5p	-0.07	-0.07	N/A
SOCS6	ENST00000397942.3	suppressor of cytokine signaling 6 	140	4	2	1	1	3	hsa-miR-126-5p	-0.07	-0.09	N/A
SOS2	ENST00000216373.5	son of sevenless homolog 2 (Drosophila) 	70	1	0	0	1	1	hsa-miR-126-5p	-0.07	-0.07	N/A
TNFAIP2	ENST00000560869.1	tumor necrosis factor, alpha-induced protein 2 	442	1	1	0	0	0	hsa-miR-126-5p	-0.07	-0.07	N/A
CHURC1-FNTB	ENST00000549987.1	CHURC1-FNTB readthrough 	13	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.15	N/A
AGAP4	ENST00000448048.2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 	5	1	1	0	0	0	hsa-miR-126-5p	-0.07	-0.07	N/A
SLC24A2	ENST00000341998.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	5	4	0	1	3	2	hsa-miR-126-5p	-0.07	-0.07	N/A
CT62	ENST00000566432.1	cancer/testis antigen 62 	5	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
UBXN2A	ENST00000309033.4	UBX domain protein 2A 	45	3	1	0	2	7	hsa-miR-126-5p	-0.07	-0.10	N/A
NCK1	ENST00000469404.1	NCK adaptor protein 1 	415	2	0	0	2	1	hsa-miR-126-5p	-0.07	-0.11	N/A
TMEM27	ENST00000380342.3	transmembrane protein 27 	21	1	0	1	0	0	hsa-miR-126-5p	-0.07	-0.10	N/A
C12orf60	ENST00000330828.2	chromosome 12 open reading frame 60 	11	2	0	0	2	1	hsa-miR-126-5p	-0.07	-0.09	N/A
C11orf45	ENST00000310799.3	chromosome 11 open reading frame 45 	14	2	0	1	1	1	hsa-miR-126-5p	-0.07	-0.21	N/A
C5orf24	ENST00000394976.3	chromosome 5 open reading frame 24 	2668	1	0	1	0	5	hsa-miR-126-5p	-0.07	-0.08	N/A
RB1CC1	ENST00000025008.5	RB1-inducible coiled-coil 1 	621	2	0	0	2	2	hsa-miR-126-5p	-0.07	-0.11	N/A
ERRFI1	ENST00000377482.5	ERBB receptor feedback inhibitor 1 	3807	1	0	0	1	1	hsa-miR-126-5p	-0.07	-0.07	N/A
LIN54	ENST00000395282.2	lin-54 homolog (C. elegans) 	228	2	0	0	2	2	hsa-miR-126-5p	-0.07	-0.09	N/A
TRIM6	ENST00000278302.5	tripartite motif containing 6 	302	1	0	0	1	1	hsa-miR-126-5p	-0.07	-0.08	N/A
RAB9A	ENST00000464506.1	RAB9A, member RAS oncogene family 	742	1	0	1	0	2	hsa-miR-126-5p	-0.07	-0.17	N/A
HOXD4	ENST00000306324.3	homeobox D4 	214	2	0	1	1	0	hsa-miR-126-5p	-0.07	-0.09	N/A
SYNJ2BP	ENST00000256366.4	synaptojanin 2 binding protein 	329	3	1	1	1	2	hsa-miR-126-5p	-0.07	-0.16	N/A
ACTR3	ENST00000263238.2	ARP3 actin-related protein 3 homolog (yeast) 	816	2	0	1	1	3	hsa-miR-126-5p	-0.07	-0.10	N/A
C20orf196	ENST00000303142.6	chromosome 20 open reading frame 196 	18	1	0	0	1	2	hsa-miR-126-5p	-0.07	-0.10	N/A
VN1R1	ENST00000321039.3	vomeronasal 1 receptor 1 	12	2	0	1	1	1	hsa-miR-126-5p	-0.07	-0.12	N/A
ZNF583	ENST00000333201.9	zinc finger protein 583 	24	2	0	1	1	2	hsa-miR-126-5p	-0.07	-0.10	N/A
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	4	1	1	2	3	hsa-miR-126-5p	-0.07	-0.14	N/A
SLC17A5	ENST00000355773.5	solute carrier family 17 (acidic sugar transporter), member 5 	166	2	0	0	2	0	hsa-miR-126-5p	-0.07	-0.08	N/A
ZBTB6	ENST00000373659.3	zinc finger and BTB domain containing 6 	55	4	0	2	2	0	hsa-miR-126-5p	-0.07	-0.13	N/A
MMP16	ENST00000286614.6	matrix metallopeptidase 16 (membrane-inserted) 	12	3	1	2	0	4	hsa-miR-126-5p	-0.07	-0.09	N/A
C9orf72	ENST00000380003.3	chromosome 9 open reading frame 72 	25	1	1	0	0	0	hsa-miR-126-5p	-0.07	-0.07	N/A
SLC36A2	ENST00000335244.4	solute carrier family 36 (proton/amino acid symporter), member 2 	5	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
TRAF3IP2	ENST00000368761.5	TRAF3 interacting protein 2 	44	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
LRRC15	ENST00000347624.3	leucine rich repeat containing 15 	12	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
NMNAT2	ENST00000294868.4	nicotinamide nucleotide adenylyltransferase 2 	18	2	0	0	2	2	hsa-miR-126-5p	-0.07	-0.07	N/A
SLC6A1	ENST00000287766.4	solute carrier family 6 (neurotransmitter transporter), member 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.07	-0.07	N/A
PIGG	ENST00000296306.7	phosphatidylinositol glycan anchor biosynthesis, class G 	487	2	0	0	2	0	hsa-miR-126-5p	-0.07	-0.14	N/A
CAMK4	ENST00000282356.4	calcium/calmodulin-dependent protein kinase IV 	73	7	1	0	6	4	hsa-miR-126-5p	-0.07	-0.09	N/A
UBR2	ENST00000372883.3	ubiquitin protein ligase E3 component n-recognin 2 	728	3	0	1	2	0	hsa-miR-126-5p	-0.07	-0.13	N/A
SHOX2	ENST00000490689.2	short stature homeobox 2 	66	1	0	0	1	1	hsa-miR-126-5p	-0.07	-0.08	N/A
EYA4	ENST00000367895.5	eyes absent homolog 4 (Drosophila) 	242	4	1	1	2	3	hsa-miR-126-5p	-0.07	-0.08	N/A
TTPA	ENST00000260116.4	tocopherol (alpha) transfer protein 	5	2	0	0	2	2	hsa-miR-126-5p	-0.07	-0.18	N/A
MRS2	ENST00000274747.7	MRS2 magnesium transporter 	826	2	1	0	1	4	hsa-miR-126-5p	-0.07	-0.35	N/A
SPICE1	ENST00000295872.4	spindle and centriole associated protein 1 	160	3	1	2	0	1	hsa-miR-126-5p	-0.07	-0.12	N/A
