Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
CAMKV	ENST00000296471.7	CaM kinase-like vesicle-associated 	47	1	0	1	0	2	0	2	0	2	hsa-miR-15a-5p	-0.32	-0.49	0.64	2005, 2007, 2011
CREBRF	ENST00000540014.1	CREB3 regulatory factor 	24	1	1	0	0	1	0	0	1	2	hsa-miR-15a-5p	-0.32	-0.44	0.89	2005, 2007, 2009, 2011
PISD	ENST00000397500.1	phosphatidylserine decarboxylase 	61	1	1	0	0	2	0	1	1	0	hsa-miR-15a-5p	-0.32	-0.89	0.42	2005, 2007, 2009, 2011
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	1	1	0	0	0	0	0	0	2	hsa-miR-497-5p	-0.32	-0.32	0.76	2007, 2009, 2011
GPN1	ENST00000264718.3	GPN-loop GTPase 1 	648	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.32	-0.32	0.73	2005, 2007, 2009, 2011
CBLC	ENST00000270279.3	Cbl proto-oncogene C, E3 ubiquitin protein ligase 	154	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.32	-0.32	0.43	
JARID2	ENST00000341776.2	jumonji, AT rich interactive domain 2 	199	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.32	-0.32	0.69	2009, 2011
RAPGEF2	ENST00000264431.4	Rap guanine nucleotide exchange factor (GEF) 2 	484	1	0	0	1	0	0	0	0	0	hsa-miR-15a-5p	-0.32	-0.32	0.83	2009, 2011
EFNB2	ENST00000245323.4	ephrin-B2 	25	1	0	0	1	1	0	1	0	0	hsa-miR-424-5p	-0.32	-0.32	0.81	2005, 2007, 2011
VAMP8	ENST00000409760.1	vesicle-associated membrane protein 8 	711	1	0	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.32	-0.32	0.49	2005, 2007, 2009, 2011
NUP50	ENST00000347635.4	nucleoporin 50kDa 	57	2	1	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.31	-0.66	0.97	2007, 2009, 2011
UBFD1	ENST00000395878.3	ubiquitin family domain containing 1 	6826	2	0	2	0	0	0	0	0	2	hsa-miR-15b-5p	-0.31	-0.32	0.73	2007, 2009, 2011
YWHAQ	ENST00000381844.4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide 	473	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	0.62	2005, 2007, 2009, 2011
IGF1R	ENST00000268035.6	insulin-like growth factor 1 receptor 	561	1	0	0	1	3	0	3	0	3	hsa-miR-424-5p	-0.31	-0.33	0.86	2007, 2009, 2011
SPTLC1	ENST00000262554.2	serine palmitoyltransferase, long chain base subunit 1 	2578	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.33	ORF	2011
ZSWIM3	ENST00000255152.2	zinc finger, SWIM-type containing 3 	52	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	0.67	2005, 2007, 2009, 2011
C20orf194	ENST00000453730.2	chromosome 20 open reading frame 194 	1083	1	0	0	1	2	0	2	0	3	hsa-miR-15b-5p	-0.31	-0.31	0.17	
PRKAR2A	ENST00000265563.8	protein kinase, cAMP-dependent, regulatory, type II, alpha 	583	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.31	-0.32	0.68	2005, 2007, 2009, 2011
EIF3M	ENST00000531120.1	eukaryotic translation initiation factor 3, subunit M 	218	1	1	0	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.34	< 0.1	
CBFA2T3	ENST00000327483.5	core-binding factor, runt domain, alpha subunit 2; translocated to, 3 	7	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.31	-0.31	0.90	2005, 2007, 2009, 2011
SSR1	ENST00000244763.4	signal sequence receptor, alpha 	12917	1	0	1	0	1	0	1	0	4	hsa-miR-16-5p	-0.31	-0.38	0.76	2009, 2011
RASSF4	ENST00000374417.2	Ras association (RalGDS/AF-6) domain family member 4 	515	1	0	1	0	1	0	1	0	2	hsa-miR-497-5p	-0.31	-0.37	< 0.1	
FAM101B	ENST00000329099.4	family with sequence similarity 101, member B 	126	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.33	0.59	2009, 2011
CTNNBIP1	ENST00000377263.1	catenin, beta interacting protein 1 	493	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.31	-0.45	0.65	2009, 2011
SLC4A4	ENST00000340595.3	solute carrier family 4 (sodium bicarbonate cotransporter), member 4 	400	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.31	-0.32	0.89	2005, 2007, 2009, 2011
SCN1A	ENST00000423058.2	sodium channel, voltage-gated, type I, alpha subunit 	21	2	0	2	0	1	0	1	0	0	hsa-miR-16-5p	-0.31	-0.33	0.89	
CMPK1	ENST00000371873.5	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic 	4366	1	0	0	1	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	0.86	2007, 2009, 2011
EGLN2	ENST00000593726.1	egl-9 family hypoxia-inducible factor 2 	19	1	0	1	0	0	0	0	0	1	hsa-miR-497-5p	-0.31	-0.31	0.61	2005, 2007, 2009, 2011
DNAJC5	ENST00000360864.4	DnaJ (Hsp40) homolog, subfamily C, member 5 	1089	1	0	1	0	0	0	0	0	5	hsa-miR-15a-5p	-0.31	-0.80	0.61	
MPHOSPH9	ENST00000302349.5	M-phase phosphoprotein 9 	180	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	0.60	
ZHX1	ENST00000395571.3	zinc fingers and homeoboxes 1 	88	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	0.51	2005, 2007
NRBP1	ENST00000233557.3	nuclear receptor binding protein 1 	455	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.31	-0.31	0.44	
DNAJA2	ENST00000317089.5	DnaJ (Hsp40) homolog, subfamily A, member 2 	1487	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.31	-0.31	0.86	2005, 2007, 2009, 2011
PI4K2B	ENST00000264864.6	phosphatidylinositol 4-kinase type 2 beta 	931	1	0	0	1	0	0	0	0	0	hsa-miR-195-5p	-0.31	-0.32	0.79	2011
CHD2	ENST00000394196.4	chromodomain helicase DNA binding protein 2 	1237	2	0	2	0	0	0	0	0	2	hsa-miR-15b-5p	-0.31	-0.31	0.76	2007, 2009, 2011
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	1	0	1	0	1	0	1	0	1	hsa-miR-15b-5p	-0.31	-0.33	0.77	2007, 2009, 2011
KCNQ5	ENST00000370398.1	potassium voltage-gated channel, KQT-like subfamily, member 5 	50	1	0	0	1	0	0	0	0	2	hsa-miR-16-5p	-0.31	-0.31	0.80	2005, 2007, 2009, 2011
EGLN1	ENST00000366641.3	egl-9 family hypoxia-inducible factor 1 	505	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	0.72	2011
CHPT1	ENST00000229266.3	choline phosphotransferase 1 	806	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.31	ORF	2007
SH2D2A	ENST00000368198.3	SH2 domain containing 2A 	21	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.31	-0.31	0.66	2009, 2011
ADRB2	ENST00000305988.4	adrenoceptor beta 2, surface 	50	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.32	0.44	2005, 2007, 2009
FICD	ENST00000361549.2	FIC domain containing 	54	1	1	0	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.34	0.43	
ZBTB33	ENST00000326624.2	zinc finger and BTB domain containing 33 	65	2	0	2	0	0	0	0	0	0	hsa-miR-16-5p	-0.31	-0.33	0.73	2009, 2011
FZD6	ENST00000358755.4	frizzled family receptor 6 	161	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.48	2011
LRIG2	ENST00000361127.5	leucine-rich repeats and immunoglobulin-like domains 2 	348	2	0	2	0	1	0	1	0	2	hsa-miR-424-5p	-0.30	-0.31	0.93	2005, 2007, 2009, 2011
B4GALT1	ENST00000379731.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	2265	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.30	-0.31	0.48	2005, 2007, 2009, 2011
CLOCK	ENST00000309964.4	clock circadian regulator 	86	2	0	2	0	1	0	1	0	1	hsa-miR-15b-5p	-0.30	-0.30	0.86	2005, 2007, 2009, 2011
CALU	ENST00000535011.2	calumenin 	3079	1	0	1	0	1	0	1	0	0	hsa-miR-497-5p	-0.30	-0.38	0.57	2009, 2011
PNISR	ENST00000369239.5	PNN-interacting serine/arginine-rich protein 	600	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.30	-0.30	0.61	2011
TSC22D2	ENST00000361875.3	TSC22 domain family, member 2 	1062	1	0	0	1	1	0	0	1	0	hsa-miR-16-5p	-0.30	-0.36	0.86	2005, 2007
LRIG1	ENST00000273261.3	leucine-rich repeats and immunoglobulin-like domains 1 	241	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.30	-0.31	0.77	2005, 2007, 2009, 2011
NAT8L	ENST00000331662.3	N-acetyltransferase 8-like (GCN5-related, putative) 	220	1	0	1	0	1	0	1	0	4	hsa-miR-16-5p	-0.30	-0.33	0.73	2011
TXN2	ENST00000216185.2	thioredoxin 2 	3060	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.30	-0.30	0.67	2009, 2011
SLC39A9	ENST00000031146.4	solute carrier family 39, member 9 	824	1	0	1	0	0	0	0	0	1	hsa-miR-497-5p	-0.30	-0.34	0.46	2009, 2011
SOWAHC	ENST00000356454.3	sosondowah ankyrin repeat domain family member C 	431	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.34	0.68	2007, 2009, 2011
CCDC85C	ENST00000380243.4	coiled-coil domain containing 85C 	86	1	0	1	0	1	0	1	0	5	hsa-miR-16-5p	-0.30	-0.39	0.77	2011
ZC3H6	ENST00000343936.4	zinc finger CCCH-type containing 6 	10	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.30	-0.30	0.86	2007, 2009, 2011
SOCS5	ENST00000306503.5	suppressor of cytokine signaling 5 	72	1	1	0	0	1	0	1	0	2	hsa-miR-16-5p	-0.30	-0.32	0.84	
SIAH1	ENST00000380006.2	siah E3 ubiquitin protein ligase 1 	34	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.71	2005, 2007, 2009, 2011
NPAS3	ENST00000346562.2	neuronal PAS domain protein 3 	9	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.30	-0.30	0.61	2011
SSTR3	ENST00000328544.3	somatostatin receptor 3 	5	1	0	1	0	0	0	0	0	1	hsa-miR-497-5p	-0.30	-0.30	0.44	
USP6NL	ENST00000609104.1	USP6 N-terminal like 	183	1	0	1	0	2	0	2	0	1	hsa-miR-497-5p	-0.30	-0.36	0.74	
RREB1	ENST00000379938.2	ras responsive element binding protein 1 	340	1	1	0	0	1	0	1	0	1	hsa-miR-424-5p	-0.30	-0.30	0.86	2011
BAG5	ENST00000299204.4	BCL2-associated athanogene 5 	267	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.74	2005, 2007, 2009, 2011
C11orf68	ENST00000438576.2	chromosome 11 open reading frame 68 	1192	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.53	2007, 2011
MAP2K3	ENST00000342679.4	mitogen-activated protein kinase kinase 3 	34	1	0	1	0	1	0	1	0	2	hsa-miR-15a-5p	-0.30	-0.30	0.52	2005, 2007
LAMTOR3	ENST00000499666.2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 	67	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.30	-0.48	0.77	2011
WIF1	ENST00000286574.4	WNT inhibitory factor 1 	28	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.35	0.52	
TGFBR3	ENST00000212355.4	transforming growth factor, beta receptor III 	245	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.76	2005, 2007, 2009, 2011
PANK1	ENST00000322191.6	pantothenate kinase 1 	435	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.30	-0.30	0.71	2009, 2011
IL2RB	ENST00000216223.5	interleukin 2 receptor, beta 	5	1	0	1	0	0	0	0	0	3	hsa-miR-15a-5p	-0.30	-0.30	0.68	2011
ITGA2	ENST00000296585.5	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	50	1	0	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.30	-0.30	0.49	2005, 2007, 2011
SYNDIG1	ENST00000376862.3	synapse differentiation inducing 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.55	2005, 2007, 2009, 2011
BACE1	ENST00000313005.6	beta-site APP-cleaving enzyme 1 	486	2	0	2	0	0	0	0	0	2	hsa-miR-15a-5p	-0.30	-0.34	0.87	2005, 2007, 2009, 2011
KLHL15	ENST00000328046.8	kelch-like family member 15 	42	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.30	-0.34	0.56	2011
LRP6	ENST00000261349.4	low density lipoprotein receptor-related protein 6 	157	2	0	2	0	1	0	0	1	0	hsa-miR-424-5p	-0.30	-0.32	0.94	2005, 2007, 2009, 2011
NAPG	ENST00000322897.6	N-ethylmaleimide-sensitive factor attachment protein, gamma 	277	1	1	0	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.54	0.72	2011
CRIM1	ENST00000280527.2	cysteine rich transmembrane BMP regulator 1 (chordin-like) 	4842	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.30	-0.30	0.49	2005, 2007, 2009, 2011
SNX11	ENST00000393405.2	sorting nexin 11 	20	1	0	1	0	1	0	1	0	2	hsa-miR-16-5p	-0.30	-0.40	0.62	
DCUN1D4	ENST00000334635.5	DCN1, defective in cullin neddylation 1, domain containing 4 	1118	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.30	-0.30	0.64	2007, 2009, 2011
PNRC2	ENST00000334351.7	proline-rich nuclear receptor coactivator 2 	100	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.30	-0.30	0.69	2009, 2011
ITPRIPL1	ENST00000536814.1	inositol 1,4,5-trisphosphate receptor interacting protein-like 1 	131	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.30	-0.31	0.28	
ATP7A	ENST00000343533.5	ATPase, Cu++ transporting, alpha polypeptide 	141	1	1	0	0	1	1	0	0	0	hsa-miR-424-5p	-0.30	-0.30	0.41	2011
COBLL1	ENST00000375458.2	cordon-bleu WH2 repeat protein-like 1 	70	1	0	1	0	1	0	1	0	0	hsa-miR-424-5p	-0.29	-0.43	0.84	2005, 2007, 2009, 2011
LHX1	ENST00000254457.5	LIM homeobox 1 	15	1	0	0	1	0	0	0	0	0	hsa-miR-16-5p	-0.29	-0.29	0.78	
SLC25A22	ENST00000320230.5	solute carrier family 25 (mitochondrial carrier: glutamate), member 22 	319	1	0	1	0	0	0	0	0	2	hsa-miR-15b-5p	-0.29	-0.29	0.75	2009, 2011
PDPR	ENST00000568530.1	pyruvate dehydrogenase phosphatase regulatory subunit 	69	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.29	-0.29	0.74	2005, 2007, 2009, 2011
COL24A1	ENST00000370571.2	collagen, type XXIV, alpha 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.29	-0.29	0.55	2005, 2007, 2011
DCTN5	ENST00000300087.2	dynactin 5 (p25) 	764	1	1	0	0	1	0	1	0	4	hsa-miR-195-5p	-0.29	-0.32	0.31	2009, 2011
RAB3D	ENST00000222120.3	RAB3D, member RAS oncogene family 	111	1	0	1	0	1	1	0	0	0	hsa-miR-15b-5p	-0.29	-0.38	0.63	2011
POLE4	ENST00000483063.1	polymerase (DNA-directed), epsilon 4, accessory subunit 	330	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.29	-0.30	0.47	
SMAD3	ENST00000327367.4	SMAD family member 3 	1140	1	0	1	0	1	0	1	0	3	hsa-miR-16-5p	-0.29	-0.41	0.77	2007, 2009, 2011
SHROOM4	ENST00000376020.2	shroom family member 4 	5	2	0	2	0	2	0	1	1	0	hsa-miR-15a-5p	-0.29	-0.39	0.89	2011
TCTE1	ENST00000371505.4	t-complex-associated-testis-expressed 1 	34	1	0	0	1	0	0	0	0	0	hsa-miR-497-5p	-0.29	-0.29	0.81	
MFN2	ENST00000444836.1	mitofusin 2 	1096	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.29	-0.29	0.76	
SEPT11	ENST00000264893.6	septin 11 	515	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.29	-0.30	0.70	2009, 2011
PPFIA2	ENST00000549396.1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.29	-0.29	0.61	2011
NBR1	ENST00000542611.1	neighbor of BRCA1 gene 1 	1982	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.29	-0.29	0.66	2009, 2011
ATF6	ENST00000367942.3	activating transcription factor 6 	382	1	1	0	0	1	0	1	0	1	hsa-miR-15a-5p	-0.29	-0.49	0.67	
NKD1	ENST00000268459.3	naked cuticle homolog 1 (Drosophila) 	26	1	0	0	1	0	0	0	0	3	hsa-miR-424-5p	-0.29	-0.32	0.86	2005, 2007, 2009, 2011
EED	ENST00000327320.4	embryonic ectoderm development 	142	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.29	-0.29	ORF	
FOXK1	ENST00000328914.4	forkhead box K1 	368	1	1	0	0	4	0	2	2	8	hsa-miR-424-5p	-0.29	-0.33	0.93	2009, 2011
MOCS1	ENST00000373186.4	molybdenum cofactor synthesis 1 	179	1	0	1	0	1	1	0	0	1	hsa-miR-497-5p	-0.29	-0.41	0.49	2011
MARCH5	ENST00000358935.2	membrane-associated ring finger (C3HC4) 5 	881	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.29	-0.30	0.72	2009, 2011
CRK	ENST00000398970.5	v-crk avian sarcoma virus CT10 oncogene homolog 	1841	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.29	-0.30	0.86	
HOXC8	ENST00000040584.4	homeobox C8 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.29	-0.29	0.74	2005, 2007, 2009, 2011
MT2A	ENST00000561491.1	metallothionein 2A 	138	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.29	-0.29	ORF	
DNAJC16	ENST00000375847.3	DnaJ (Hsp40) homolog, subfamily C, member 16 	366	1	0	0	1	2	0	2	0	3	hsa-miR-424-5p	-0.29	-0.29	0.87	2007, 2009, 2011
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	2	1	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.29	-0.61	0.89	2011
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.29	-0.29	0.76	2009, 2011
RAB40A	ENST00000372633.1	RAB40A, member RAS oncogene family 	7	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.29	-0.29	0.51	
ESRRA	ENST00000405666.1	estrogen-related receptor alpha 	18	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.29	-0.29	ORF	2005, 2007, 2009, 2011
MT1G	ENST00000568675.1	metallothionein 1G 	5	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.29	-0.29	ORF	
TRIP11	ENST00000267622.4	thyroid hormone receptor interactor 11 	13	2	0	2	0	1	0	0	1	0	hsa-miR-16-5p	-0.29	-0.48	0.76	2011
SMAD5	ENST00000545279.1	SMAD family member 5 	225	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.29	-0.39	0.69	2005, 2007, 2009, 2011
DIXDC1	ENST00000440460.2	DIX domain containing 1 	307	2	1	0	1	0	0	0	0	1	hsa-miR-424-5p	-0.29	-0.29	0.93	2005, 2007, 2009, 2011
MBNL2	ENST00000345429.6	muscleblind-like splicing regulator 2 	34	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.29	-0.36	0.79	2009, 2011
EMX1	ENST00000258106.6	empty spiracles homeobox 1 	35	1	0	1	0	1	0	1	0	1	hsa-miR-15b-5p	-0.29	-0.29	0.79	2011
FAM60A	ENST00000539409.1	family with sequence similarity 60, member A 	58	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.29	-0.29	0.74	2007, 2009, 2011
PWWP2B	ENST00000305233.5	PWWP domain containing 2B 	5	1	1	0	0	1	0	1	0	1	hsa-miR-497-5p	-0.29	-0.29	0.50	2009, 2011
PRPF38A	ENST00000257181.9	pre-mRNA processing factor 38A 	892	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.29	-0.29	0.88	2007, 2009, 2011
CDC23	ENST00000394886.2	cell division cycle 23 	740	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.29	-0.29	0.50	2009, 2011
SRSF11	ENST00000370950.3	serine/arginine-rich splicing factor 11 	1201	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.29	-0.29	0.45	2005, 2007
SH3BGRL2	ENST00000369838.4	SH3 domain binding glutamic acid-rich protein like 2 	32	1	1	0	0	1	0	1	0	0	hsa-miR-424-5p	-0.29	-0.59	0.43	2005, 2007, 2009, 2011
PLCD1	ENST00000463876.1	phospholipase C, delta 1 	21	1	0	1	0	0	0	0	0	1	hsa-miR-424-5p	-0.28	-0.28	0.61	2009, 2011
TBP	ENST00000230354.6	TATA box binding protein 	1997	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.28	-0.28	0.13	2005, 2007, 2009, 2011
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.28	-0.28	0.77	2011
IRS1	ENST00000305123.5	insulin receptor substrate 1 	804	1	0	1	0	1	0	1	0	3	hsa-miR-195-5p	-0.28	-0.38	0.78	2009, 2011
SNRK	ENST00000429705.2	SNF related kinase 	153	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.28	-0.28	0.86	2005, 2007, 2009, 2011
SOX5	ENST00000546136.1	SRY (sex determining region Y)-box 5 	43	1	0	0	1	0	0	0	0	0	hsa-miR-497-5p	-0.28	-0.28	0.83	2005, 2007, 2009, 2011
RAB4B	ENST00000357052.2	RAB4B, member RAS oncogene family 	52	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.28	-0.28	0.65	2005, 2007, 2009, 2011
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	1	0	0	1	2	0	1	1	0	hsa-miR-497-5p	-0.28	-0.28	0.92	2005, 2007, 2009, 2011
HECTD1	ENST00000553700.1	HECT domain containing E3 ubiquitin protein ligase 1 	34	1	0	0	1	0	0	0	0	0	hsa-miR-16-5p	-0.28	-0.28	0.86	2005, 2007, 2009, 2011
HAS2	ENST00000303924.4	hyaluronan synthase 2 	398	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.28	-0.28	0.77	2005, 2007, 2009, 2011
EZH1	ENST00000428826.2	enhancer of zeste homolog 1 (Drosophila) 	70	1	0	1	0	1	1	0	0	0	hsa-miR-424-5p	-0.28	-0.28	0.75	2005, 2007, 2009, 2011
FAM63B	ENST00000559228.1	family with sequence similarity 63, member B 	41	2	1	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.28	-0.28	0.74	2009, 2011
SIDT2	ENST00000324225.4	SID1 transmembrane family, member 2 	341	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.28	-0.28	0.68	2007, 2009, 2011
EIF2B5	ENST00000273783.3	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa 	789	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.28	-0.28	0.65	2009, 2011
TVP23B	ENST00000307767.8	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.28	-0.28	0.60	2009, 2011
GPSM3	ENST00000487761.1	G-protein signaling modulator 3 	125	1	0	1	0	0	0	0	0	0	hsa-miR-497-5p	-0.28	-0.28	0.44	
GAN	ENST00000568107.2	gigaxonin 	185	1	0	0	1	0	0	0	0	3	hsa-miR-497-5p	-0.28	-0.45	0.86	2011
PTGFR	ENST00000370756.3	prostaglandin F receptor (FP) 	20	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.28	-0.28	ORF	
JPH1	ENST00000342232.4	junctophilin 1 	53	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.28	-0.28	0.65	2011
KBTBD2	ENST00000304056.4	kelch repeat and BTB (POZ) domain containing 2 	2559	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.28	-0.29	0.69	2005, 2007, 2009, 2011
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.28	-0.28	0.76	2009, 2011
ESRP1	ENST00000358397.5	epithelial splicing regulatory protein 1 	74	1	0	0	1	0	0	0	0	0	hsa-miR-16-5p	-0.28	-0.28	0.64	2009, 2011
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	3	2	1	0	2	0	1	1	4	hsa-miR-195-5p	-0.28	-0.28	> 0.99	2009, 2011
COL12A1	ENST00000322507.8	collagen, type XII, alpha 1 	482	2	0	2	0	0	0	0	0	1	hsa-miR-15a-5p	-0.28	-0.48	0.90	2005, 2007, 2009, 2011
SIPA1L2	ENST00000366630.1	signal-induced proliferation-associated 1 like 2 	182	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.28	-0.30	0.80	2005, 2007, 2009, 2011
SERBP1	ENST00000370994.4	SERPINE1 mRNA binding protein 1 	926	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.28	-0.28	0.77	2007, 2009, 2011
MLK4	ENST00000366624.3	Mitogen-activated protein kinase kinase kinase MLK4  	405	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.28	-0.28	0.73	2009, 2011
CCDC28A	ENST00000332797.6	coiled-coil domain containing 28A 	543	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.28	-0.28	0.51	2007, 2011
TRABD2B	ENST00000606738.2	TraB domain containing 2B 	244	1	1	0	0	1	0	1	0	2	hsa-miR-497-5p	-0.27	-0.36	0.91	2011
TBC1D19	ENST00000264866.4	TBC1 domain family, member 19 	77	1	0	1	0	1	0	1	0	3	hsa-miR-195-5p	-0.27	-0.46	0.81	
KCTD8	ENST00000360029.3	potassium channel tetramerization domain containing 8 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.27	-0.27	0.61	2005, 2007, 2009, 2011
